fetched_at,source_router,log_id,time,topics,message
2026-04-13 21:19:15,R-Edge,*AB1,2026-04-13 14:19:05,"system,info","log action changed by console:admin@ttyS0/action:20 (/system logging action set """")"
2026-04-13 21:19:15,R-Edge,*AB2,2026-04-13 14:19:05,"system,info","log action changed by console:admin@ttyS0/action:21 (/system logging action set """")"
2026-04-13 21:19:15,R-Edge,*AB3,2026-04-13 14:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 192.168.100.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.1%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:15,R-Dist-1,*11343,2026-04-13 21:19:00,"system,info","log action changed by console:admin@ttyS0/action:16 (/system logging action set """")"
2026-04-13 21:19:15,R-Dist-1,*11344,2026-04-13 21:19:00,"system,info","log action changed by console:admin@ttyS0/action:17 (/system logging action set """")"
2026-04-13 21:19:15,R-Dist-1,*11345,2026-04-13 21:19:01,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.1%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:15,R-Dist-1,*11346,2026-04-13 21:19:02,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.1%ether3 } send hello
2026-04-13 21:19:15,R-Dist-1,*11347,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.2%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:15,R-Dist-1,*11348,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.10.1%ether4 } send hello
2026-04-13 21:19:15,R-Dist-1,*11349,2026-04-13 21:19:06,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.2%ether2 } send hello
2026-04-13 21:19:15,R-Dist-1,*1134A,2026-04-13 21:19:08,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.1%loopback } send hello
2026-04-13 21:19:15,R-Dist-1,*1134B,2026-04-13 21:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.1%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:15,R-Dist-1,*1134C,2026-04-13 21:19:12,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.1%ether3 } send hello
2026-04-13 21:19:15,R-Dist-1,*1134D,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.2%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:15,R-Dist-1,*1134E,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.10.1%ether4 } send hello
2026-04-13 21:19:16,R-Dist-2,*19F8,2026-04-13 21:18:57,"system,info","log action changed by console:admin@ttyS0/action:16 (/system logging action set """")"
2026-04-13 21:19:16,R-Dist-2,*19F9,2026-04-13 21:18:57,"system,info","log action changed by console:admin@ttyS0/action:17 (/system logging action set """")"
2026-04-13 21:19:16,R-Dist-2,*19FA,2026-04-13 21:18:57,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.1%ether3 } neighbor { router-id: 10.255.255.3 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*19FB,2026-04-13 21:18:57,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.2%ether4 } send hello
2026-04-13 21:19:16,R-Dist-2,*19FC,2026-04-13 21:18:58,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.2%ether4 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*19FD,2026-04-13 21:18:59,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.2%ether5 } send hello
2026-04-13 21:19:16,R-Dist-2,*19FE,2026-04-13 21:18:59,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.2%loopback } send hello
2026-04-13 21:19:16,R-Dist-2,*19FF,2026-04-13 21:19:01,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.2%ether2 } send hello
2026-04-13 21:19:16,R-Dist-2,*1A00,2026-04-13 21:19:01,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.2%ether5 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*1A01,2026-04-13 21:19:02,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.2%ether2 } neighbor { router-id: 10.255.255.1 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*1A02,2026-04-13 21:19:04,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.1%ether3 } send hello
2026-04-13 21:19:16,R-Dist-2,*1A03,2026-04-13 21:19:07,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.1%ether3 } neighbor { router-id: 10.255.255.3 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*1A04,2026-04-13 21:19:07,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.2%ether4 } send hello
2026-04-13 21:19:16,R-Dist-2,*1A05,2026-04-13 21:19:08,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.2%ether4 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*1A06,2026-04-13 21:19:09,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.2%ether5 } send hello
2026-04-13 21:19:16,R-Dist-2,*1A07,2026-04-13 21:19:09,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.2%loopback } send hello
2026-04-13 21:19:16,R-Dist-2,*1A08,2026-04-13 21:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.2%ether2 } send hello
2026-04-13 21:19:16,R-Dist-2,*1A09,2026-04-13 21:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.2%ether5 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*1A0A,2026-04-13 21:19:12,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.2%ether2 } neighbor { router-id: 10.255.255.1 state: Full } hello
2026-04-13 21:19:16,R-Dist-2,*1A0B,2026-04-13 21:19:14,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.1%ether3 } send hello
2026-04-13 21:19:16,R-Dist-2,*1A0C,2026-04-13 21:19:15,"system,info,account",user admin logged in from 192.168.100.1 via rest-api
2026-04-13 21:19:16,R-Dist-2,*1A0D,2026-04-13 21:19:15,"system,info,account",user admin logged in via api
2026-04-13 21:19:16,R-Dist-3,*1112,2026-04-13 21:18:54,"system,info","log action changed by console:admin@ttyS0/action:16 (/system logging action set """")"
2026-04-13 21:19:16,R-Dist-3,*1113,2026-04-13 21:18:54,"system,info","log action changed by console:admin@ttyS0/action:17 (/system logging action set """")"
2026-04-13 21:19:16,R-Dist-3,*1114,2026-04-13 21:18:57,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.30.1%ether4 } send hello
2026-04-13 21:19:16,R-Dist-3,*1115,2026-04-13 21:18:57,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } send hello
2026-04-13 21:19:16,R-Dist-3,*1116,2026-04-13 21:19:03,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } send hello
2026-04-13 21:19:16,R-Dist-3,*1117,2026-04-13 21:19:03,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Dist-3,*1118,2026-04-13 21:19:04,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:16,R-Dist-3,*1119,2026-04-13 21:19:04,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.3%loopback } send hello
2026-04-13 21:19:16,R-Dist-3,*111A,2026-04-13 21:19:07,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.30.1%ether4 } send hello
2026-04-13 21:19:16,R-Dist-3,*111B,2026-04-13 21:19:07,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } send hello
2026-04-13 21:19:16,R-Dist-3,*111C,2026-04-13 21:19:13,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } send hello
2026-04-13 21:19:16,R-Dist-3,*111D,2026-04-13 21:19:13,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.2%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Dist-3,*111E,2026-04-13 21:19:14,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:16,R-Dist-3,*111F,2026-04-13 21:19:14,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.3%loopback } send hello
2026-04-13 21:19:16,R-Core-1,*1D48,2026-04-13 21:19:03,"system,info","log action changed by console:admin@ttyS0/action:16 (/system logging action set """")"
2026-04-13 21:19:16,R-Core-1,*1D49,2026-04-13 21:19:03,"system,info","log action changed by console:admin@ttyS0/action:17 (/system logging action set """")"
2026-04-13 21:19:16,R-Core-1,*1D4A,2026-04-13 21:19:03,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } send hello
2026-04-13 21:19:16,R-Core-1,*1D4B,2026-04-13 21:19:04,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } send hello
2026-04-13 21:19:16,R-Core-1,*1D4C,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } hello
2026-04-13 21:19:16,R-Core-1,*1D4D,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Core-1,*1D4E,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } hello
2026-04-13 21:19:16,R-Core-1,*1D4F,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.11%loopback } send hello
2026-04-13 21:19:16,R-Core-1,*1D50,2026-04-13 21:19:07,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:16,R-Core-1,*1D51,2026-04-13 21:19:08,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Core-1,*1D52,2026-04-13 21:19:08,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } send hello
2026-04-13 21:19:16,R-Core-1,*1D53,2026-04-13 21:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } send hello
2026-04-13 21:19:16,R-Core-1,*1D54,2026-04-13 21:19:13,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } send hello
2026-04-13 21:19:16,R-Core-1,*1D55,2026-04-13 21:19:14,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } send hello
2026-04-13 21:19:16,R-Core-1,*1D56,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 192.168.100.1 state: Full } hello
2026-04-13 21:19:16,R-Core-1,*1D57,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.2%ether1 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C89,2026-04-13 21:19:01,"system,info","log action changed by console:admin@ttyS0/action:16 (/system logging action set """")"
2026-04-13 21:19:16,R-Core-2,*1C8A,2026-04-13 21:19:01,"system,info","log action changed by console:admin@ttyS0/action:17 (/system logging action set """")"
2026-04-13 21:19:16,R-Core-2,*1C8B,2026-04-13 21:19:01,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.3%ether1 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C8C,2026-04-13 21:19:03,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.1%ether4 } send hello
2026-04-13 21:19:16,R-Core-2,*1C8D,2026-04-13 21:19:03,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.1%ether4 } neighbor { router-id: 10.255.255.3 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C8E,2026-04-13 21:19:04,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.2%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C8F,2026-04-13 21:19:04,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.12%loopback } send hello
2026-04-13 21:19:16,R-Core-2,*1C90,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.3%ether1 } neighbor { router-id: 192.168.100.1 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C91,2026-04-13 21:19:05,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.3%ether1 } send hello
2026-04-13 21:19:16,R-Core-2,*1C92,2026-04-13 21:19:08,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.2%ether2 } send hello
2026-04-13 21:19:16,R-Core-2,*1C93,2026-04-13 21:19:09,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.1%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C94,2026-04-13 21:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.1%ether3 } send hello
2026-04-13 21:19:16,R-Core-2,*1C95,2026-04-13 21:19:11,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.3%ether1 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C96,2026-04-13 21:19:13,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.1%ether4 } send hello
2026-04-13 21:19:16,R-Core-2,*1C97,2026-04-13 21:19:13,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.14.1%ether4 } neighbor { router-id: 10.255.255.3 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C98,2026-04-13 21:19:14,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.2%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C99,2026-04-13 21:19:14,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.12%loopback } send hello
2026-04-13 21:19:16,R-Core-2,*1C9A,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.3%ether1 } neighbor { router-id: 192.168.100.1 state: Full } hello
2026-04-13 21:19:16,R-Core-2,*1C9B,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.3%ether1 } send hello
2026-04-13 21:19:21,R-Edge,*AB4,2026-04-13 14:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 192.168.100.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.1%ether2 } send hello
2026-04-13 21:19:21,R-Edge,*AB5,2026-04-13 14:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 192.168.100.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:21,R-Dist-1,*1134F,2026-04-13 21:19:16,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.2%ether2 } send hello
2026-04-13 21:19:21,R-Dist-1,*11350,2026-04-13 21:19:18,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.1%loopback } send hello
2026-04-13 21:19:21,R-Dist-2,*1A0E,2026-04-13 21:19:17,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.1%ether3 } neighbor { router-id: 10.255.255.3 state: Full } hello
2026-04-13 21:19:21,R-Dist-2,*1A0F,2026-04-13 21:19:17,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.2%ether4 } send hello
2026-04-13 21:19:21,R-Dist-2,*1A10,2026-04-13 21:19:18,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.2%ether4 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:21,R-Dist-2,*1A11,2026-04-13 21:19:19,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.2%ether5 } send hello
2026-04-13 21:19:21,R-Dist-2,*1A12,2026-04-13 21:19:19,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.2 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.2%loopback } send hello
2026-04-13 21:19:22,R-Dist-3,*1120,2026-04-13 21:19:17,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.16.2%ether3 } send hello
2026-04-13 21:19:22,R-Dist-3,*1121,2026-04-13 21:19:17,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.3 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.30.1%ether4 } send hello
2026-04-13 21:19:22,R-Core-1,*1D58,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.1%ether3 } neighbor { router-id: 10.255.255.1 state: Full } hello
2026-04-13 21:19:22,R-Core-1,*1D59,2026-04-13 21:19:15,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.255.255.11%loopback } send hello
2026-04-13 21:19:22,R-Core-1,*1D5A,2026-04-13 21:19:17,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:22,R-Core-1,*1D5B,2026-04-13 21:19:18,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:22,R-Core-1,*1D5C,2026-04-13 21:19:18,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.11 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.12.1%ether4 } send hello
2026-04-13 21:19:22,R-Core-2,*1C9C,2026-04-13 21:19:18,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.10.2%ether2 } send hello
2026-04-13 21:19:22,R-Core-2,*1C9D,2026-04-13 21:19:19,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.12 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.13.1%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:27,R-Edge,*AB6,2026-04-13 14:19:21,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 192.168.100.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.1%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:27,R-Edge,*AB7,2026-04-13 14:19:25,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 192.168.100.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.1%ether2 } send hello
2026-04-13 21:19:27,R-Edge,*AB8,2026-04-13 14:19:25,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 192.168.100.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.100.1%ether2 } neighbor { router-id: 10.255.255.12 state: Full } hello
2026-04-13 21:19:27,R-Dist-1,*11351,2026-04-13 21:19:21,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.1%ether3 } neighbor { router-id: 10.255.255.2 state: Full } hello
2026-04-13 21:19:27,R-Dist-1,*11352,2026-04-13 21:19:22,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.15.1%ether3 } send hello
2026-04-13 21:19:27,R-Dist-1,*11353,2026-04-13 21:19:25,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.2%ether2 } neighbor { router-id: 10.255.255.11 state: Full } hello
2026-04-13 21:19:27,R-Dist-1,*11354,2026-04-13 21:19:25,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 192.168.10.1%ether4 } send hello
2026-04-13 21:19:27,R-Dist-1,*11355,2026-04-13 21:19:26,"route,ospf,packet",ospf-instance-1 { version: 2 router-id: 10.255.255.1 } ospf-area-1 { 0.0.0.0 } interface { broadcast 10.10.11.2%ether2 } send hello
